('極大', 0.8122216463088989),('致癌', 0.8028393983840942),('專為', 0.8011279702186584),('自然現象', 0.800713837146759),('重大', 0.7990114092826843)
('接觸力', 0.8754251599311829),('護卵', 0.8717612624168396),('呼吸系統', 0.8709561824798584),('化學成分', 0.8701199889183044),('沙蠶', 0.8673747777938843)
('爬蟲類', 0.9896264672279358),('哺乳類', 0.975239098072052),('魚類', 0.9720543622970581),('軟體動物', 0.9699987173080444),('裸子植物', 0.9689885973930359)
('運輸作用', 0.9701310396194458),('分化', 0.9038870334625244),('以外', 0.9013313055038452),('外圍', 0.8964178562164307),('同族', 0.8906240463256836)
('光合作用', 0.941291093826294),('代謝作用', 0.939186155796051),('有性生殖', 0.9214898347854614),('遺體', 0.9140483736991882),('體外受精', 0.910034716129303)
('伽利略', 0.9196603298187256),('論文', 0.9187440872192383),('拉馬克', 0.9174917936325073),('達爾文', 0.9158796668052673),('她', 0.9136195778846741)
('類', 0.9499906301498413),('哺乳類', 0.9484495520591736),('藻類', 0.9483276605606079),('魚類', 0.9450241327285767),('水母', 0.9441595673561096)
('種子', 0.9390922784805298),('覆有', 0.9247342944145203),('胚胎', 0.9244431257247925),('子葉', 0.9219485521316528),('子宮', 0.9197060465812683)
('兩生類', 0.9896264672279358),('哺乳類', 0.977053165435791),('魚類', 0.9716925621032715),('蝦', 0.9701307415962219),('軟體動物', 0.9686705470085144)
('深遠', 0.7300275564193726),('不利', 0.7140669226646423),('極大', 0.7118285894393921),('衝擊', 0.7046284675598145),('海鳥', 0.7033112049102783)
('環', 0.9052649140357971),('群', 0.9021241664886475),('咖啡', 0.9008671045303345),('胡椒', 0.9007318615913391),('國王', 0.8988659381866455)
('漫反射', 0.8582537174224854),('正片後像', 0.8314417004585266),('存水', 0.8304144144058228),('護國', 0.8151338696479797),('可見光譜', 0.8023942708969116)
('部份', 0.9145111441612244),('真核生物', 0.9114860892295837),('最大靜摩擦力', 0.9099943041801453),('有機溶劑', 0.9098818302154541),('女兒', 0.9092226028442383)
('同源染色體', 0.939546525478363),('等位基因', 0.9206440448760986),('成對', 0.9113134145736694),('遺傳因子', 0.9082374572753906),('擺', 0.8947752714157104)
染色體分裂 none
('物理變化', 0.9477284550666809),('聖嬰現象', 0.9380871057510376),('基因突變', 0.9334698915481567),('靜電', 0.9304449558258057),('火災', 0.9217561483383179)
('食物鏈', 0.9420799016952515),('偶然', 0.8961658477783203),('雙金屬片', 0.8834408521652222),('不須', 0.8816134929656982),('鹽水', 0.88090580701828)
('食物網', 0.9420799016952515),('雙金屬片', 0.9085834622383118),('地質時代', 0.9068067073822021),('介質', 0.9019948244094849),('配子', 0.8979573249816895)
('單細胞', 0.9623933434486389),('橄欖石', 0.9611011743545532),('界', 0.959790825843811),('初級消費者', 0.9528405666351318),('三大', 0.9485016465187073)
('一群', 0.9451388120651245),('蘚苔植物', 0.94333815574646),('原生生物界', 0.9419587850570679),('雄性', 0.9384574890136719),('橄欖石', 0.9382305145263672)
('爬蟲類', 0.977053165435791),('兩生類', 0.9752390384674072),('魚類', 0.9752283096313477),('水母', 0.9680837392807007),('蝦', 0.9670241475105286)
核酸 none
('鉀', 0.9037021994590759),('氫', 0.902535617351532),('氦', 0.89894038438797),('碳', 0.8967716097831726),('鈣', 0.8952664136886597)
('脂質', 0.9453269839286804),('合成', 0.9438228011131287),('分解', 0.9400136470794678),('蛋白質', 0.9399840831756592),('還原', 0.9394717812538147)
('植物性', 0.9657946228981018),('蕈類', 0.9648268222808838),('消化腺', 0.9597397446632385),('醣類', 0.9562429189682007),('蛋白質', 0.9533971548080444)
('肌肉細胞', 0.9501797556877136),('植物纖維', 0.9475957155227661),('粒片板', 0.9368845224380493),('鈉離子', 0.932827889919281),('甲醇', 0.9324226975440979)
('呼吸系統', 0.9614020586013794),('內分泌系統', 0.956196665763855),('循環系統', 0.9476567506790161),('蕈類', 0.9471049904823303),('分解者', 0.9453262090682983)
('熱量', 0.9214903116226196),('養分', 0.9117422699928284),('熱能', 0.9055927991867065),('電能', 0.8955639600753784),('向心力', 0.8908672332763672)
脂值 none
('鞭毛', 0.8936542272567749),('兩片', 0.8611345291137695),('蠕動', 0.8588840365409851),('纖毛', 0.8560131192207336),('彈弓', 0.8497610092163086)
('太陽系', 0.9250576496124268),('真核生物', 0.920429527759552),('航空運輸', 0.9151816964149475),('落葉林', 0.9147181510925293),('血球', 0.9124711751937866)
('單一', 0.9292155504226685),('達文西', 0.9279053807258606),('雄性', 0.9260282516479492),('而來', 0.9238623976707458),('內分泌腺', 0.9214627742767334)
('乾餾', 0.9565953612327576),('減數分裂', 0.9428144693374634),('受精', 0.9406259059906006),('複製', 0.9376354217529297),('細胞分裂', 0.9311729669570923)
('合成', 0.9350289702415466),('廢物', 0.9326856136322021),('脂質', 0.9281153678894043),('消化', 0.9171695113182068),('代謝', 0.9144566655158997)
('最大靜摩擦力', 0.9235986471176147),('浮力', 0.9197812676429749),('大氣壓力', 0.9128167629241943),('個體', 0.9115339517593384),('響度', 0.9088330864906311)
('水蛭', 0.8940525054931641),('沙漠', 0.8886221647262573),('霧氣', 0.884782075881958),('蘚苔', 0.8819818496704102),('現存', 0.8759716749191284)
('岩脈', 0.9196985960006714),('膨大', 0.9191662669181824),('淋巴管', 0.9187897443771362),('最高點', 0.9156045913696289),('正離子', 0.9099133610725403)
('淋巴', 0.9555212259292603),('靜脈', 0.950639545917511),('胃', 0.9461334943771362),('大海', 0.9406471252441406),('膀胱', 0.940529465675354)
('減數分裂', 0.975186288356781),('乾餾', 0.9340322017669678),('受精作用', 0.9339199066162109),('摩擦起電', 0.9312862157821655),('授粉', 0.9311729669570923)
('維管束', 0.9429057836532593),('粒線體', 0.9349226355552673),('細胞質', 0.9336248636245728),('白血球', 0.9292429685592651),('細胞壁', 0.9290215969085693)
('植物體', 0.9281965494155884),('粒線體', 0.9092289209365845),('細胞核', 0.9072368144989014),('流體', 0.9064115285873413),('雌性', 0.9052941203117371)
('細胞核', 0.9336248636245728),('鈉離子', 0.929350733757019),('卵細胞', 0.9069069027900696),('氫原子', 0.9045069813728333),('維管束', 0.9003522396087646)
('葉綠體', 0.9403104782104492),('銀白色', 0.932759165763855),('細胞核', 0.9290215969085693),('毒性', 0.927116870880127),('脂質', 0.9239462614059448)
('表皮細胞', 0.9127267003059387),('吹瓶', 0.9065463542938232),('器官', 0.9064375162124634),('纖維', 0.9048153758049011),('維管束', 0.9026487469673157)
('醣類', 0.9725116491317749),('脂質', 0.9591706395149231),('植物性', 0.9590951204299927),('脂肪', 0.954353928565979),('真菌', 0.9533971548080444)
('裸子植物', 0.9759182929992676),('鱷', 0.9579511880874634),('血小板', 0.9577789306640625),('苔類', 0.9566210508346558),('軟體動物', 0.9561923742294312)
('哺乳類', 0.9752283096313477),('兩生類', 0.9720542430877686),('爬蟲類', 0.9716925621032715),('鳥類', 0.9638311862945557),('蝦', 0.9588946104049683)
('多細胞生物', 0.9527362585067749),('變質岩', 0.9471226930618286),('原核生物', 0.9403034448623657),('不完全變態', 0.9400850534439087),('藻類', 0.9330087900161743)
('神經系統', 0.9476568698883057),('分解者', 0.9442984461784363),('呼吸系統', 0.939988374710083),('談', 0.9370208978652954),('水電', 0.9362083673477173)
('兩生類', 0.9611011147499084),('非金屬元素', 0.9582595229148865),('裸子植物', 0.9544604420661926),('軟體動物', 0.9522364735603333),('哺乳動物', 0.9510344862937927)
('鐵鏽', 0.8678427338600159),('海風', 0.8668357729911804),('沖積扇', 0.8598178625106812),('成水', 0.8535680174827576),('孤雌生殖', 0.8518556356430054)
('細胞分裂', 0.975186288356781),('乾餾', 0.9551278352737427),('受精作用', 0.954362154006958),('授粉', 0.9428144693374634),('解碼', 0.931649923324585)
('有性生殖', 0.9632880687713623),('生殖', 0.943972110748291),('口述', 0.9345340132713318),('聲波的反射', 0.9331270456314087),('槓桿原理', 0.9291449785232544)
('肉食性', 0.9472260475158691),('原生生物界', 0.9449989795684814),('草食性', 0.9424772262573242),('植物界', 0.9383549094200134),('一群', 0.9365432858467102)
('木質部', 0.9576785564422607),('岩石圈', 0.9272131323814392),('正電荷', 0.9270309805870056),('神經元', 0.9263575673103333),('表皮細胞', 0.924334704875946)
('輻射', 0.938901960849762),('局部', 0.9252818822860718),('代謝', 0.9224483966827393),('黑珍珠', 0.9219448566436768),('抑制', 0.9200278520584106)
('可見光譜', 0.8715646266937256),('亞佛加厥數', 0.8558355569839478),('背斜構造', 0.8554744720458984),('沉體', 0.8510810136795044),('紀政', 0.8480913639068604)
('干擾', 0.9466646909713745),('全球暖化', 0.9458739161491394),('粉塵', 0.9369851350784302),('變薄', 0.9337889552116394),('氣候變化', 0.9304706454277039)
('水溫', 0.8982635140419006),('濃度', 0.8903022408485413),('臭氧濃度', 0.8845649361610413),('水位', 0.883746325969696),('氣溫', 0.8800554275512695)
('性聯遺傳', 0.9388992190361023),('器官系統', 0.9360485076904297),('大氣壓力', 0.9350464344024658),('外來', 0.9347165822982788),('洋流', 0.9332462549209595)
('葉綠體', 0.9421385526657104),('綠色植物', 0.9257982969284058),('細菌', 0.9242400527000427),('纖維素', 0.9234955906867981),('白血球', 0.9221493601799011)
('葉綠素', 0.942138671875),('細胞壁', 0.9403104782104492),('白血球', 0.9309383034706116),('粒線體', 0.9299935698509216),('銀白色', 0.9235556125640869)
('氨', 0.9505095481872559),('氫氣', 0.9465848207473755),('氧化鎂', 0.9416517615318298),('尿素', 0.9387357234954834),('氧化鈣', 0.9362941980361938)
('複式顯微鏡', 0.986427903175354),('放大鏡', 0.951234757900238),('水龍頭', 0.9379910230636597),('顯微鏡', 0.9361069202423096),('傳輸線', 0.9292154908180237)
('協調作用', 0.9701310396194458),('分化', 0.9350742697715759),('代謝', 0.9164494276046753),('細胞壁', 0.9026213884353638),('無需', 0.9012651443481445)
('擴散作用', 0.8584808111190796),('葡萄糖', 0.8521547317504883),('酯', 0.8518773317337036),('光反應', 0.8471329212188721),('氨', 0.8410896062850952)
('性別', 0.9355490803718567),('繽紛', 0.9277774691581726),('延續', 0.9224589467048645),('生物演化', 0.9213762879371643),('掠食', 0.915452241897583)
('脂肪', 0.9226146340370178),('脂質', 0.9196566939353943),('質', 0.9194263815879822),('鈾', 0.9187719225883484),('珊瑚礁', 0.9186578989028931)
('果實', 0.9390922784805298),('子葉', 0.9258624315261841),('粒線體', 0.9186978340148926),('胚胎', 0.9181243181228638),('細長', 0.9168328642845154)
('環狀排列', 0.9454445838928223),('細胞核', 0.9429059028625488),('子葉', 0.9357082843780518),('粒線體', 0.9293975830078125),('形成層', 0.9250534772872925)
('正反應', 0.9137150049209595),('輻射', 0.8965980410575867),('慣性', 0.896003007888794),('溫室效應', 0.8959493637084961),('對流', 0.8950470685958862)
('被子植物', 0.9759182929992676),('兩生類', 0.9689885377883911),('哺乳類', 0.9666616320610046),('藻類', 0.9628890156745911),('軟體動物', 0.9622514247894287)
('激素', 0.9329812526702881),('氧化物', 0.9088255167007446),('消化液', 0.9077820181846619),('金屬氧化物', 0.9070523977279663),('攝食', 0.9020298719406128)
('葡萄糖', 0.9245519042015076),('分解者', 0.9153015613555908),('醣類', 0.9127641916275024),('廢物', 0.912247359752655),('能量', 0.9117422699928284)
('器官系統', 0.9357807040214539),('神經系統', 0.9208935499191284),('骨骼', 0.9165722131729126),('沙丘', 0.9130512475967407),('單細胞生物', 0.912187933921814)
('內分泌腺', 0.9358388185501099),('神經系統', 0.9351205825805664),('酵素', 0.9329811930656433),('寄主', 0.9294002652168274),('雄性', 0.927669882774353)
('苔類', 0.9694159030914307),('軟體動物', 0.9647929668426514),('水生植物', 0.9597688913345337),('鱷', 0.9590611457824707),('鹿', 0.9583052396774292)
('質量守恆', 0.9367656111717224),('驗證', 0.9216972589492798),('人擇', 0.920408308506012),('天擇', 0.9131468534469604),('酸鹼中和', 0.9126439094543457)
('升降', 0.9090327024459839),('出血', 0.9043044447898865),('對流', 0.9034221172332764),('發散', 0.8986459970474243),('增溫', 0.894287109375)
('好壞', 0.9212676286697388),('干擾', 0.9205803871154785),('空氣汙染', 0.9196593761444092),('生態環境', 0.9149875640869141),('危害', 0.9089124798774719)
('蛋白質', 0.9725115299224854),('脂質', 0.9625120759010315),('植物性', 0.9605295658111572),('真菌', 0.9562429189682007),('分解者', 0.9522548913955688)
('無性生殖', 0.9031896591186523),('攝食', 0.9020986557006836),('有機酸', 0.8966089487075806),('基因轉殖', 0.8949036598205566),('代謝作用', 0.8948267102241516)
('談', 0.9141734838485718),('氧系', 0.9094119668006897),('指水', 0.9066023826599121),('羊毛', 0.9052602052688599),('聚酯纖維', 0.9043360352516174)
('纖毛', 0.9104726314544678),('管足', 0.8945003151893616),('偽足', 0.8936542272567749),('波浪', 0.8614559173583984),('迴轉', 0.8556102514266968)
('變速', 0.9404997229576111),('波浪', 0.9203096032142639),('相互', 0.9200552701950073),('迴轉', 0.9178351759910583),('彎曲', 0.9171671271324158)
('複式顯微鏡', 0.9366266131401062),('解剖顯微鏡', 0.9361069202423096),('放大鏡', 0.9199647903442383),('傳輸線', 0.8993551731109619),('計時器', 0.8924317359924316)
('不變', 0.9252694249153137),('血糖', 0.9168139696121216),('心跳', 0.9119068384170532),('始終', 0.9101470708847046),('恆定', 0.9085302352905273)
('物種', 0.8346167802810669),('化石', 0.8063943386077881),('元素', 0.7930316925048828),('海洋生物', 0.7917899489402771),('天體', 0.7876012325286865)
('感測', 0.8562325239181519),('有機物質', 0.8446810841560364),('因子', 0.8418379426002502),('水生', 0.8397754430770874),('物理性質', 0.8342579007148743)
('片段', 0.8399688005447388),('物理性質', 0.837744414806366),('有機物質', 0.8374086022377014),('波動', 0.8352562189102173),('吸引力', 0.8350837230682373)
('太陽光', 0.9434016346931458),('白光', 0.9205641746520996),('石塊', 0.9160731434822083),('煙火', 0.9114679098129272),('屋內', 0.9098501205444336)
('水域', 0.8534132242202759),('弱溫', 0.852022647857666),('水氣', 0.8510841131210327),('土壤', 0.8493635654449463),('大氣', 0.8481471538543701)
('水易', 0.8639566898345947),('食鹽水', 0.8515493869781494),('鹽酸', 0.8289236426353455),('氣體', 0.8285831809043884),('食鹽', 0.8283485770225525)
('電磁鐵', 0.921167254447937),('電流的熱效應', 0.912385106086731),('開放式循環系統', 0.9110628962516785),('活化石', 0.9106467962265015),('體染色體', 0.9087205529212952)
('上表', 0.9182593822479248),('來說', 0.9075083136558533),('檢索表', 0.9049067497253418),('國小', 0.9002396464347839),('酸鹼指示劑', 0.8991501927375793)
('對照組', 0.94748854637146),('等斜圖', 0.9015040397644043),('肺循環', 0.8994666934013367),('戊醇', 0.8978100419044495),('舉例', 0.895837664604187)
('實驗組', 0.9474886059761047),('俗名', 0.9214193224906921),('針鼴', 0.9031150341033936),('等斜圖', 0.9005428552627563),('雙子葉植物', 0.8950011730194092)
('阿基米德原理', 0.883906364440918),('操作變因', 0.8708558082580566),('液體壓力', 0.8650398254394531),('性狀', 0.8638957738876343),('反射定律', 0.860326886177063)
('來說', 0.9068186283111572),('密碼', 0.9006822109222412),('三視圖', 0.8999325037002563),('圖圖', 0.8922961950302124),('接觸起電', 0.8914346098899841)
('快慢', 0.921916127204895),('液體壓力', 0.9143563508987427),('交互', 0.9102649092674255),('波速', 0.9099727869033813),('擺長', 0.9063695669174194)
('端點', 0.869526207447052),('別稱', 0.8570874929428101),('雙子葉', 0.8497071862220764),('簡記', 0.8484189510345459),('倍數', 0.8483338356018066)
('理論', 0.9555175304412842),('天擇說', 0.9531548023223877),('結論', 0.9505869150161743),('原子說', 0.935619592666626),('拉馬克', 0.9312545657157898)
('生物體', 0.86577308177948),('細胞核', 0.8603677153587341),('卵細胞', 0.8573259711265564),('羊水', 0.8394399881362915),('保衛細胞', 0.8388359546661377)
('原子說', 0.897071897983551),('道耳頓', 0.8893288373947144),('天擇說', 0.8886316418647766),('研究', 0.8868273496627808),('數學', 0.8849973082542419)
('紅血球', 0.9530665278434753),('胚胎', 0.9449854493141174),('殼', 0.9442342519760132),('母羊', 0.9397181272506714),('石', 0.937588095664978)
('覆有', 0.9181360602378845),('母羊', 0.9121103286743164),('散生排列', 0.9078083038330078),('環狀排列', 0.8991997241973877),('殼', 0.898760199546814)
('群集', 0.9360485076904297),('器官', 0.9357807040214539),('達文西', 0.9331488609313965),('分化', 0.9307036399841309),('神經系統', 0.9303398728370667)
('營養器官繁殖', 0.9368205666542053),('輸精管', 0.9229182600975037),('協助', 0.9212161302566528),('捕捉', 0.9180856943130493),('出芽生殖', 0.9168872237205505)
('醣類', 0.9625120759010315),('蛋白質', 0.9591705203056335),('植物性', 0.9558411240577698),('腐生', 0.9528564810752869),('脂肪', 0.9520050287246704)
('礦物質', 0.9653012156486511),('二氧化硫', 0.9528099298477173),('氫氧', 0.9450297951698303),('脂肪', 0.94460129737854),('脂質', 0.9401082992553711)
('抗氧化劑', 0.9266550540924072),('石花菜', 0.9266108870506287),('削', 0.924447774887085),('不鏽鋼', 0.9238373041152954),('藥用', 0.9235622882843018)
('維生素', 0.9653012752532959),('甲烷', 0.9444448947906494),('脂質', 0.9361717104911804),('氫氧', 0.9334283471107483),('氬', 0.9288649559020996)
('廢物', 0.9032477140426636),('泌尿系統', 0.9016149044036865),('雙金屬片', 0.9010955095291138),('精子', 0.8985033631324768),('臭氧', 0.8939284086227417)
('睡眠運動', 0.9213684797286987),('網狀聚合物', 0.9180132746696472),('向斜', 0.9071221351623535),('生物放大作用', 0.9042295813560486),('捕蟲運動', 0.901790976524353)
('呼吸作用', 0.939186155796051),('代謝', 0.935687780380249),('受精作用', 0.9270848035812378),('光合作用', 0.9262433052062988),('有性生殖', 0.9223781228065491)
('倍數', 0.8894578814506531),('觸媒', 0.8670519590377808),('莫耳濃度', 0.8605214357376099),('平均速率', 0.8530513048171997),('牆面', 0.8501728773117065)
('神經', 0.9221005439758301),('網狀', 0.9202343225479126),('膠合', 0.9140679836273193),('生殖', 0.9131500124931335),('相結合', 0.9089179635047913)
('方向性', 0.9210429191589355),('金屬光澤', 0.910334587097168),('刺絲胞', 0.8943684101104736),('雙套染色體', 0.8890446424484253),('選擇性', 0.8855630159378052)
('張裂', 0.9474918842315674),('保衛細胞', 0.9434426426887512),('葉脈', 0.9426363706588745),('傘藻', 0.9384135007858276),('幼葉', 0.9382758736610413)
('體表', 0.9446439146995544),('細小', 0.9378883838653564),('細長', 0.9223692417144775),('柔軟', 0.9208889007568359),('翅', 0.9184468388557434)
('表皮細胞', 0.943442702293396),('氣孔', 0.93807452917099),('陰道', 0.9297624230384827),('根', 0.92482990026474),('單一', 0.9206809997558594)
('保衛細胞', 0.93807452917099),('胰液', 0.9303404092788696),('根部', 0.9274871349334717),('靜脈', 0.92656010389328),('植物體', 0.9219777584075928)
('苗', 0.9518144130706787),('圓盤', 0.9511673450469971),('必為', 0.9495439529418945),('幼蟲', 0.9467248916625977),('網狀', 0.9454192519187927)
('光反應', 0.9498192071914673),('酯', 0.9182031154632568),('鹼土金屬', 0.9147912263870239),('體內受精', 0.914170503616333),('酵母菌', 0.9127688407897949)
('細胞分裂', 0.9191389083862305),('減數分裂', 0.9171092510223389),('配子', 0.9101545810699463),('發育', 0.909472644329071),('乾餾', 0.9068001508712769)
('呼吸系統', 0.9390202164649963),('循環系統', 0.9344104528427124),('泌尿系統', 0.9332120418548584),('而來', 0.9294846653938293),('電腦主機', 0.9233121275901794)
('銥', 0.9470050930976868),('片麻岩', 0.9421707391738892),('唾腺', 0.9378160834312439),('海葵', 0.9371978044509888),('動物纖維', 0.9368281364440918)
('獵物', 0.9311946630477905),('潤滑油', 0.928620457649231),('水車', 0.9278466701507568),('超', 0.9276010990142822),('嘴', 0.925167441368103)
('真菌', 0.9597399234771729),('蕈類', 0.9494382739067078),('草本植物', 0.9435514807701111),('原生動物', 0.9391390085220337),('變質岩', 0.9356757998466492)
('馬鈴薯', 0.9412702322006226),('管', 0.9400745630264282),('眼', 0.9385846257209778),('鼻', 0.9383484721183777),('皮膜細胞', 0.9371140003204346)
('脂肪', 0.95600825548172),('胰液', 0.9538860321044922),('胃腺', 0.9490119218826294),('醋酸纖維', 0.9413396120071411),('寄居蟹', 0.9407158493995667)
('胃液', 0.9304707050323486),('鹼', 0.9249459505081177),('酸', 0.9246780872344971),('消化液', 0.9246406555175781),('碎屑', 0.9226224422454834)
('耐龍', 0.9588332772254944),('陽傘', 0.9516553282737732),('主動脈', 0.951230525970459),('腸腺', 0.950361967086792),('右心室', 0.9495052099227905)
('小腸', 0.9416135549545288),('咽', 0.9364482164382935),('胃', 0.9283812642097473),('滲出', 0.9244797229766846),('導管', 0.9238024950027466)
('大腸', 0.9686839580535889),('小腸', 0.9633620977401733),('小靜脈', 0.9544628858566284),('調味劑', 0.9527105093002319),('膀胱', 0.9506559371948242)
('唾腺', 0.949012041091919),('消化管', 0.9364192485809326),('胰液', 0.934837818145752),('片麻岩', 0.9347794055938721),('含水層', 0.9308009147644043)
('唾液', 0.9304705858230591),('育兒袋', 0.9295434951782227),('消化液', 0.9281306266784668),('胰液', 0.9140768051147461),('瓶', 0.9133384823799133)
('胃', 0.9633619785308838),('肝臟', 0.9456862807273865),('滲出', 0.9439252018928528),('食道', 0.9416136741638184),('靜脈', 0.9414114952087402)
('胰液', 0.9240230321884155),('肝臟', 0.9183803796768188),('腎上腺素', 0.9105526208877563),('胎盤', 0.9071537256240845),('唾腺', 0.9066388607025146)
('膀胱', 0.9489089250564575),('小腸', 0.9456863403320312),('胰臟', 0.9456313848495483),('胚胎', 0.945443868637085),('胰液', 0.9453219175338745)
('唾腺', 0.9538861513137817),('肝臟', 0.9453220367431641),('生長激素', 0.9437586069107056),('腎上腺素', 0.9427706003189087),('消化液', 0.94093918800354)
('腸液', 0.9508065581321716),('肝臟', 0.9456313848495483),('消化液', 0.9313389658927917),('消化管', 0.9293199777603149),('胃腺', 0.9281607866287231)
('咽', 0.950361967086792),('大腸', 0.9401024580001831),('小靜脈', 0.9386417865753174),('調度', 0.9323751926422119),('氣管', 0.9312191009521484)
('胰臟', 0.9508065581321716),('消化液', 0.9339498281478882),('胰液', 0.9278411865234375),('唾腺', 0.9245306849479675),('肝臟', 0.924341082572937)
('蠕動', 0.9099981188774109),('電磁鐵', 0.9047666788101196),('黃道', 0.900680422782898),('羊水', 0.8996860384941101),('實像', 0.8935699462890625)
('胃', 0.9686838984489441),('小靜脈', 0.961667537689209),('微血管', 0.9558571577072144),('膀胱', 0.9549326300621033),('馬祖', 0.9545242786407471)
('放映師', 0.8884190320968628),('脂肪酸', 0.8863999843597412),('神經元', 0.881601095199585),('逆斷層', 0.8742086887359619),('尿道', 0.8733678460121155)
('活化石', 0.8974326848983765),('體染色體', 0.8973399996757507),('變性酒精', 0.8963435888290405),('保護色', 0.8958022594451904),('性聯遺傳', 0.8876075744628906)
('細胞核', 0.9252164959907532),('維管束', 0.9250533580780029),('細胞壁', 0.9119565486907959),('腹背', 0.9114950895309448),('銀白色', 0.9096278548240662)
('松鼠', 0.9401822090148926),('蝴蝶', 0.9252928495407104),('鱗片', 0.9236836433410645),('棕色', 0.9230757355690002),('流水', 0.9214772582054138)
('鋼鐵', 0.9347198605537415),('隔熱', 0.9285696744918823),('皮革', 0.9263314008712769),('金屬材料', 0.9243634343147278),('製品', 0.9240946173667908)
('活化石', 0.9091105461120605),('片段', 0.9068605899810791),('電流的熱效應', 0.8972363471984863),('向觸性', 0.8940042853355408),('觸發運動', 0.8922028541564941)
